Fecha,Producto,Cantidad,TotalVenta,Cond.Pago,Cliente
2025-02-17 11:02:52,ALMUERZO,1.0,42700,.DEBITO,Consumidor Final
2025-02-17 10:55:51,RESTOBAR,1.0,16500,.DEBITO,Consumidor Final
2025-02-17 10:47:30,BIZCOCHITOS/CRIOLLITOS,0.25,3000,.DEBITO,Consumidor Final
2025-02-17 10:31:46,RESTOBAR,1.0,16000,.DEBITO,Consumidor Final
2025-02-17 10:28:25,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.17,816,EFECTIVO,Consumidor Final
2025-02-17 10:15:03,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-02-17 10:12:32,CHIPA,0.25,56000,.CREDITO,Consumidor Final
2025-02-17 10:04:16,BUDiN ESPECIAL,1.0,17100,EFECTIVO,Consumidor Final
2025-02-17 10:02:02,BIZCOCHITOS/CRIOLLITOS,0.25,12800,EFECTIVO,Consumidor Final
2025-02-17 09:59:51,BIZCOCHITOS/CRIOLLITOS,0.5,30400,EFECTIVO,Consumidor Final
2025-02-17 09:57:36,CHIPA,0.25,19500,EFECTIVO,Consumidor Final
2025-02-17 09:50:37,RESTOBAR,1.0,11900,.DEBITO,Consumidor Final
2025-02-17 09:43:21,BIZCOCHITOS/CRIOLLITOS,0.25,3000,EFECTIVO,Consumidor Final
2025-02-17 09:41:46,ALMUERZO,2.0,27000,EFECTIVO,Consumidor Final
2025-02-17 09:26:44,FROLA/ COCO CUADRADITO,2.0,10000,EFECTIVO,Consumidor Final
2025-02-17 09:25:03,SANDWICH CROISSANT GR J Y Q,2.0,18000,EFECTIVO,Consumidor Final
2025-02-17 09:18:53,BIZCOCHITOS/CRIOLLITOS,0.25,6950,.CREDITO,Consumidor Final
2025-02-17 09:15:41,CHIPA,0.25,4000,EFECTIVO,Consumidor Final
2025-02-17 09:08:48,RESTOBAR,1.0,15000,.DEBITO,Consumidor Final
2025-02-17 09:02:32,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-02-17 08:52:49,RESTOBAR,1.0,3900,.DEBITO,Consumidor Final
2025-02-17 08:43:21,SERVICIO DE CATERING,1.0,20100,.DEBITO,FUNDACION FACULTAD DE CIENCIAS VETERINARIAS UNLP
2025-02-17 08:21:45,MEDIALUNAS,6.0,8100,.DEBITO,Consumidor Final
2025-02-17 08:19:39,FACTURAS SURTIDAS,4.0,6400,EFECTIVO,Consumidor Final
2025-02-15 19:53:37,RESTOBAR,1.0,26800,EFECTIVO,Consumidor Final
2025-02-15 19:50:03,RESTOBAR,1.0,5400,EFECTIVO,Consumidor Final
2025-02-15 19:49:43,"SANDWICH TRIPLE DE J, Q Y SURTIDO",4.0,6000,EFECTIVO,Consumidor Final
2025-02-15 19:28:04,RESTOBAR,1.0,10600,.DEBITO,Consumidor Final
2025-02-15 19:27:45,ALMUERZO,1.0,23000,.DEBITO,Consumidor Final
2025-02-15 19:27:06,MOSTRADOR EMPANADAS,5.0,7000,.DEBITO,Consumidor Final
2025-02-15 19:26:42,ALMUERZO,1.0,44600,.DEBITO,Consumidor Final
2025-02-15 19:25:47,ALMUERZO,1.0,26870,.DEBITO,Consumidor Final
2025-02-15 19:25:08,CHIPA,0.15,5800,.DEBITO,Consumidor Final
2025-02-15 19:20:39,BOCADITO SALADO,20.0,73900,.DEBITO,Consumidor Final
2025-02-15 19:16:44,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9000,.DEBITO,Consumidor Final
2025-02-15 18:49:21,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",3.0,20100,.DEBITO,Consumidor Final
2025-02-15 18:47:31,RESTOBAR,1.0,17500,EFECTIVO,Consumidor Final
2025-02-15 18:47:03,MERIENDA,1.0,26870,EFECTIVO,Consumidor Final
2025-02-15 18:05:55,confitura bandeja,1.0,24000,.DEBITO,Consumidor Final
2025-02-15 18:00:24,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-02-15 17:55:22,MERIENDA,1.0,14500,EFECTIVO,Consumidor Final
2025-02-15 17:55:02,BUDIN VAINILLA,1.0,12000,EFECTIVO,Consumidor Final
2025-02-15 17:07:43,MEDIALUNAS,1.0,21700,EFECTIVO,Consumidor Final
2025-02-15 16:55:17,MEDIALUNAS,1.0,5100,EFECTIVO,Consumidor Final
2025-02-15 16:48:24,CHIPA,0.15,12000,.DEBITO,Consumidor Final
2025-02-15 16:44:18,FLORERO,1.0,19000,.DEBITO,Consumidor Final
2025-02-15 16:15:40,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-02-15 16:12:13,TARTA MEDIANA DULCE HELADERA,1.0,11000,.DEBITO,Consumidor Final
2025-02-15 16:02:29,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,4000,.DEBITO,Consumidor Final
2025-02-15 15:58:53,"SANDWICH TRIPLE DE J, Q Y SURTIDO",12.0,18000,EFECTIVO,Consumidor Final
2025-02-15 15:57:18,TARTA MEDIANA DULCE HELADERA,1.0,11000,EFECTIVO,Consumidor Final
2025-02-15 15:34:07,BUDIN INDIVIDUAL,1.0,7000,.DEBITO,Consumidor Final
2025-02-15 15:30:03,MASAS SECAS / PALMERITAS,0.5,13000,.DEBITO,Consumidor Final
2025-02-15 15:11:25,MACETA MEDIANA,1.0,19000,.DEBITO,Consumidor Final
2025-02-15 15:06:08,"SANDWICH TRIPLE DE J, Q Y SURTIDO",3.0,4500,.DEBITO,Consumidor Final
2025-02-15 14:44:17,CHIPA,0.15,2400,.DEBITO,Consumidor Final
2025-02-15 14:26:53,TARTA CHICA DULCE HELADERA,1.0,8000,.DEBITO,Consumidor Final
2025-02-15 14:16:01,FILO/FOSFORITO/ ROLL DE CANELA,3.0,15500,.DEBITO,Consumidor Final
2025-02-15 14:06:05,MEDIALUNAS,6.0,5100,.DEBITO,Consumidor Final
2025-02-15 14:04:01,CHIPA,0.25,14800,EFECTIVO,Consumidor Final
2025-02-15 14:01:34,CHIPA,0.25,9940,.DEBITO,Consumidor Final
2025-02-15 13:58:46,MOSTRADOR EMPANADAS,4.0,12600,.DEBITO,Consumidor Final
2025-02-15 13:49:36,COOKIE,2.0,12000,.DEBITO,Consumidor Final
2025-02-15 13:41:23,FACTURAS SURTIDAS,6.0,14100,.CREDITO,Consumidor Final
2025-02-15 13:31:53,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",3.0,31800,.DEBITO,Consumidor Final
2025-02-15 13:27:48,PAN MIGNON BLANCO,0.4,1440,EFECTIVO,Consumidor Final
2025-02-15 13:25:17,BUDiN ESPECIAL,1.0,28600,.DEBITO,Consumidor Final
2025-02-15 13:22:21,ALMUERZO,1.0,9500,.DEBITO,Consumidor Final
2025-02-15 13:17:25,REGALERÌA,1.0,30000,.DEBITO,Consumidor Final
2025-02-15 13:14:15,PRODUCTOS CELIACOS VARIOS,3.0,19900,.DEBITO,Consumidor Final
2025-02-15 13:09:07,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.5,2400,.DEBITO,Consumidor Final
2025-02-15 13:04:44,FACTURAS SURTIDAS,4.0,9400,EFECTIVO,Consumidor Final
2025-02-15 12:58:40,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-02-15 12:54:16,BUDiN ESPECIAL,1.0,12000,.DEBITO,Consumidor Final
2025-02-15 12:47:46,PAN MIGNON BLANCO,0.25,900,EFECTIVO,Consumidor Final
2025-02-15 12:35:45,RESTOBAR,1.0,6800,.DEBITO,Consumidor Final
2025-02-15 12:26:52,PASTEL GRANDE,4.0,5600,.DEBITO,Consumidor Final
2025-02-15 12:25:12,MASAS SECAS / PALMERITAS,1.7,44200,.DEBITO,Consumidor Final
2025-02-15 12:24:41,BUDiN HAMBURGUES/ INGLES,1.0,8000,EFECTIVO,Consumidor Final
2025-02-15 12:19:50,CHIPA,0.25,4000,EFECTIVO,Consumidor Final
2025-02-15 12:16:06,PASTEL GRANDE,4.0,5600,.DEBITO,Consumidor Final
2025-02-15 11:57:26,RESTOBAR,1.0,22900,.DEBITO,Consumidor Final
2025-02-15 11:54:55,BUDiN HAMBURGUES/ INGLES,1.0,43000,.CREDITO,Consumidor Final
2025-02-15 11:48:54,BIZCOCHITOS/CRIOLLITOS,0.1,4500,.DEBITO,Consumidor Final
2025-02-15 11:42:51,MILHOJAS / BROWNIE/ CUADRADO FR,2.0,21500,.DEBITO,Consumidor Final
2025-02-15 11:40:31,RESTOBAR,1.0,20900,EFECTIVO,Consumidor Final
2025-02-15 11:40:01,CHIPA,0.25,4000,.DEBITO,Consumidor Final
2025-02-15 11:39:06,BIZCOCHITOS/CRIOLLITOS,0.25,3000,EFECTIVO,Consumidor Final
2025-02-15 11:22:34,GRISINES / SEMOLADAS,0.25,6500,.DEBITO,Consumidor Final
2025-02-15 11:18:09,CHIPA,0.25,4000,.DEBITO,Consumidor Final
2025-02-15 11:15:25,BIZCOCHITOS/CRIOLLITOS,0.25,14304,EFECTIVO,Consumidor Final
2025-02-15 11:09:38,CHIPA,0.25,5500,.DEBITO,Consumidor Final
2025-02-15 11:05:42,CHIPA,0.5,13100,.DEBITO,Consumidor Final
2025-02-15 11:01:30,CHIPA,0.25,5300,.DEBITO,Consumidor Final
2025-02-15 10:59:53,MASAS SECAS / PALMERITAS,0.25,18500,EFECTIVO,Consumidor Final
2025-02-15 10:58:13,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-02-15 10:55:49,MEDIALUNAS,12.0,10200,.DEBITO,Consumidor Final
2025-02-15 10:53:49,FACTURAS SURTIDAS,8.0,6800,EFECTIVO,Consumidor Final
2025-02-15 10:51:30,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3000,EFECTIVO,Consumidor Final
2025-02-15 10:48:03,PAN MIGNON BLANCO,0.25,6900,.DEBITO,Consumidor Final
2025-02-15 10:46:01,RESTOBAR,1.0,5800,.DEBITO,Consumidor Final
2025-02-15 10:45:09,REGALERIA VARIOS,1.0,9600,.DEBITO,Consumidor Final
2025-02-15 10:43:10,RESTOBAR,1.0,25900,.DEBITO,Consumidor Final
2025-02-15 10:35:07,FROLA/ COCO CUADRADITO,1.0,11000,EFECTIVO,Consumidor Final
2025-02-15 10:32:13,MEDIALUNAS,3.0,2550,.DEBITO,Consumidor Final
2025-02-15 10:31:02,MEDIALUNAS,6.0,5100,EFECTIVO,Consumidor Final
2025-02-15 10:28:15,BIZCOCHITOS/CRIOLLITOS,0.3,13660,EFECTIVO,Consumidor Final
2025-02-15 10:16:23,FACTURAS SURTIDAS,3.0,2550,.DEBITO,Consumidor Final
2025-02-15 10:14:37,RESTOBAR,1.0,9400,.DEBITO,Consumidor Final
2025-02-15 10:04:39,CHIPA,0.31,4960,EFECTIVO,Consumidor Final
2025-02-15 10:02:02,FACTURAS SURTIDAS,8.0,6800,.DEBITO,Consumidor Final
2025-02-15 09:55:59,RESTOBAR,1.0,11800,.DEBITO,Consumidor Final
2025-02-15 09:53:59,alfajor y conitos por uniidad,1.0,5600,EFECTIVO,Consumidor Final
2025-02-15 09:39:39,FILO/FOSFORITO/ ROLL DE CANELA,3.0,34800,.DEBITO,Consumidor Final
2025-02-15 09:35:32,BIZCOCHITOS/CRIOLLITOS,0.25,9500,.DEBITO,Consumidor Final
2025-02-15 09:20:07,RESTOBAR,1.0,2700,EFECTIVO,Consumidor Final
2025-02-15 09:03:14,BIZCOCHITOS/CRIOLLITOS,0.25,15350,.DEBITO,Consumidor Final
2025-02-15 08:43:07,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-02-15 08:40:37,FACTURAS SURTIDAS,8.0,6800,.DEBITO,Consumidor Final
2025-02-15 08:38:06,FACTURAS SURTIDAS,1.0,3650,EFECTIVO,Consumidor Final
2025-02-15 08:36:52,CHIPA,0.25,9100,.DEBITO,Consumidor Final
2025-02-15 08:34:00,BIZCOCHITOS/CRIOLLITOS,0.25,9000,.DEBITO,Consumidor Final
2025-02-15 08:30:22,BIZCOCHITOS/CRIOLLITOS,0.25,9000,.DEBITO,Consumidor Final
2025-02-15 08:28:18,BIZCOCHITOS/CRIOLLITOS,0.25,4800,EFECTIVO,Consumidor Final
2025-02-15 08:17:25,FACTURAS SURTIDAS,6.0,7600,.DEBITO,Consumidor Final
2025-02-15 08:15:22,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-02-14 19:53:01,RESTOBAR,1.0,15500,.CREDITO,Consumidor Final
2025-02-14 19:39:47,RESTOBAR,1.0,33900,.DEBITO,Consumidor Final
2025-02-14 19:39:34,confitura bandeja,2.0,12000,.DEBITO,Consumidor Final
2025-02-14 19:38:56,"SANDWICH TRIPLE DE J, Q Y SURTIDO",4.0,6000,.DEBITO,Consumidor Final
2025-02-14 19:32:56,RESTOBAR,1.0,14700,.DEBITO,Consumidor Final
2025-02-14 19:28:41,RESTOBAR,1.0,5900,.DEBITO,Consumidor Final
2025-02-14 19:26:13,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.445,9836,EFECTIVO,Consumidor Final
2025-02-14 19:21:12,RESTOBAR,1.0,24900,.DEBITO,Consumidor Final
2025-02-14 19:20:50,RESTOBAR,1.0,16000,.DEBITO,Consumidor Final
2025-02-14 19:20:00,RESTOBAR,1.0,17200,.DEBITO,Consumidor Final
2025-02-14 19:17:54,RESTOBAR,1.0,16300,.DEBITO,Consumidor Final
2025-02-14 19:13:51,FACTURAS SURTIDAS,6.0,23100,.DEBITO,Consumidor Final
2025-02-14 19:11:51,ALMUERZO,1.0,29000,.DEBITO,Consumidor Final
2025-02-14 19:05:14,MASAS FINAS POR KL,0.25,6500,.DEBITO,Consumidor Final
2025-02-14 19:01:36,RESTOBAR,1.0,13700,.DEBITO,Consumidor Final
2025-02-14 19:00:52,"SANDWICH TRIPLE DE J, Q Y SURTIDO",8.0,12000,.DEBITO,Consumidor Final
2025-02-14 18:58:37,FACTURAS SURTIDAS,3.0,11390,.DEBITO,Consumidor Final
2025-02-14 18:54:18,TARTA MEDIANA DULCE HELADERA,1.0,11000,.DEBITO,Consumidor Final
2025-02-14 18:50:52,CONFITURA X KG,0.12,30640,.CREDITO,Consumidor Final
2025-02-14 18:25:42,POSTRES VARIOS,1.0,22500,.DEBITO,Consumidor Final
2025-02-14 18:23:20,MASAS SECAS / PALMERITAS,0.5,13000,.DEBITO,Consumidor Final
2025-02-14 18:22:32,BUDiN HAMBURGUES/ INGLES,1.0,18500,.DEBITO,Consumidor Final
2025-02-14 18:19:39,"SANDWICH TRIPLE DE J, Q Y SURTIDO",3.0,4500,.DEBITO,Consumidor Final
2025-02-14 18:18:18,MOSTRADOR EMPANADAS,6.0,8400,.DEBITO,Consumidor Final
2025-02-14 18:11:28,REGALERÌA,2.0,18000,.DEBITO,Consumidor Final
2025-02-14 18:04:29,REGALERÌA,2.0,24000,.DEBITO,Consumidor Final
2025-02-14 18:01:06,GRISINES / SEMOLADAS,0.25,2500,.DEBITO,Consumidor Final
2025-02-14 17:45:40,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-02-14 17:43:48,CAFE PARA LLEVAR,1.0,10400,.DEBITO,Consumidor Final
2025-02-14 17:37:43,BIZCOCHITOS/CRIOLLITOS,0.06,22420,.DEBITO,Consumidor Final
2025-02-14 17:31:29,BUDiN ESPECIAL,1.0,29000,.DEBITO,Consumidor Final
2025-02-14 17:28:55,RESTOBAR,1.0,21300,.DEBITO,Consumidor Final
2025-02-14 17:28:38,RESTOBAR,1.0,21200,EFECTIVO,Consumidor Final
2025-02-14 17:27:11,GRISINES / SEMOLADAS,0.25,2500,.DEBITO,Consumidor Final
2025-02-14 17:22:30,SANDWICH CROISSANT GR J Y Q,2.0,9000,.DEBITO,Consumidor Final
2025-02-14 17:20:52,CONFITURA X KG,0.26,5720,.DEBITO,Consumidor Final
2025-02-14 17:19:51,confitura bandeja,1.0,39000,.DEBITO,Consumidor Final
2025-02-14 17:16:14,RESTOBAR,1.0,21700,.DEBITO,Consumidor Final
2025-02-14 17:15:27,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9000,.DEBITO,Consumidor Final
2025-02-14 17:13:59,BUDiN HAMBURGUES/ INGLES,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 17:10:58,RESTOBAR,1.0,23600,.DEBITO,Consumidor Final
2025-02-14 17:09:23,FACTURAS SURTIDAS,2.0,14700,.DEBITO,Consumidor Final
2025-02-14 17:05:57,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-02-14 16:58:52,RESTOBAR,1.0,11300,.DEBITO,Consumidor Final
2025-02-14 16:58:15,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,9600,.DEBITO,Consumidor Final
2025-02-14 16:51:47,RESTOBAR,26000.0,26000,.DEBITO,Consumidor Final
2025-02-14 16:50:48,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-02-14 16:48:28,CONFITURA X KG,0.19,12680,.DEBITO,Consumidor Final
2025-02-14 16:45:55,PORCIÒN DULCE HELADERA/ IMPERIALITO,2.0,20000,.CREDITO,Consumidor Final
2025-02-14 16:42:16,FACTURAS SURTIDAS,3.0,2550,.DEBITO,Consumidor Final
2025-02-14 16:39:31,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-02-14 16:35:19,ALMUERZO,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 16:31:53,confitura bandeja,1.0,6000,.DEBITO,Consumidor Final
2025-02-14 16:30:11,FACTURAS SURTIDAS,12.0,13000,.DEBITO,Consumidor Final
2025-02-14 16:24:05,PANCITOS CHIP Y OTROS RELLENOS,36.0,32400,.DEBITO,Consumidor Final
2025-02-14 16:22:27,CONFITURA X KG,0.35,7700,EFECTIVO,Consumidor Final
2025-02-14 16:21:41,POSTRES VARIOS,3.0,18000,.DEBITO,Consumidor Final
2025-02-14 16:19:44,TARTA MEDIANA DULCE HELADERA,1.0,11000,EFECTIVO,Consumidor Final
2025-02-14 16:14:28,CONFITURA X KG,0.14,14080,.DEBITO,Consumidor Final
2025-02-14 16:06:38,BUDiN ESPECIAL,1.0,12000,.DEBITO,Consumidor Final
2025-02-14 16:04:53,SANDWICH CROISSANT GR J Y Q,1.0,4500,.DEBITO,Consumidor Final
2025-02-14 16:04:09,MEDIALUNAS,6.0,5100,.DEBITO,Consumidor Final
2025-02-14 16:02:31,MEDIALUNAS,6.0,6500,.DEBITO,Consumidor Final
2025-02-14 15:56:21,RESTOBAR,1.0,30700,.DEBITO,Consumidor Final
2025-02-14 15:55:54,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-02-14 15:53:47,MEDIALUNAS,3.0,2550,.DEBITO,Consumidor Final
2025-02-14 15:52:16,MOSTRADOR EMPANADAS,2.0,2800,EFECTIVO,Consumidor Final
2025-02-14 15:51:16,SANDWICH CROISSANT GR J Y Q,2.0,9000,.DEBITO,Consumidor Final
2025-02-14 15:48:14,MEDIALUNAS,2.0,18700,.DEBITO,Consumidor Final
2025-02-14 15:45:15,RESTOBAR,1.0,27200,.DEBITO,Consumidor Final
2025-02-14 15:44:00,FILO/FOSFORITO/ ROLL DE CANELA,1.0,11500,EFECTIVO,Consumidor Final
2025-02-14 15:42:22,CONFITURA X KG,0.1,14200,.DEBITO,Consumidor Final
2025-02-14 15:34:38,confitura bandeja,1.0,6000,.DEBITO,Consumidor Final
2025-02-14 15:33:37,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 15:32:23,MASAS SECAS / PALMERITAS,0.25,27100,.DEBITO,Consumidor Final
2025-02-14 15:29:24,FACTURAS SURTIDAS,4.0,3400,.DEBITO,Consumidor Final
2025-02-14 15:26:56,AGUA GRANDE,1.0,1200,.DEBITO,Consumidor Final
2025-02-14 15:25:27,FILO/FOSFORITO/ ROLL DE CANELA,2.0,40000,.DEBITO,Consumidor Final
2025-02-14 15:22:52,RESTOBAR,1.0,25600,.DEBITO,Consumidor Final
2025-02-14 15:21:51,GRISINES / SEMOLADAS,0.25,6500,.DEBITO,Consumidor Final
2025-02-14 15:21:16,ALMUERZO,1.0,33060,.DEBITO,Consumidor Final
2025-02-14 15:18:28,MOSTRADOR EMPANADAS,5.0,7000,.DEBITO,Consumidor Final
2025-02-14 15:17:01,RESTOBAR,1.0,25700,.DEBITO,Consumidor Final
2025-02-14 15:16:23,"SANDWICH TRIPLE DE J, Q Y SURTIDO",12.0,18000,.DEBITO,Consumidor Final
2025-02-14 15:14:26,FACTURAS SURTIDAS,6.0,24500,.DEBITO,Consumidor Final
2025-02-14 15:10:53,MEDIALUNAS,4.0,3400,.DEBITO,Consumidor Final
2025-02-14 15:06:54,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3000,.DEBITO,Consumidor Final
2025-02-14 15:05:18,MASAS SECAS / PALMERITAS,0.5,13000,.DEBITO,Consumidor Final
2025-02-14 15:01:33,ALMUERZO,1.0,24600,EFECTIVO,Consumidor Final
2025-02-14 14:59:31,GRISINES / SEMOLADAS,0.25,15100,EFECTIVO,Consumidor Final
2025-02-14 14:55:34,SANDWICH CROISSANT GR J Y Q,1.0,4500,.DEBITO,Consumidor Final
2025-02-14 14:54:19,TORTA POR KL,1.45,21751,.DEBITO,Consumidor Final
2025-02-14 14:49:03,"SANDWICH TRIPLE DE J, Q Y SURTIDO",7.0,10500,EFECTIVO,Consumidor Final
2025-02-14 14:39:48,BOMBONES FRUTA POR KL,0.25,20500,.DEBITO,Consumidor Final
2025-02-14 14:39:10,BEBIDA GASEOSA 500ml,1.0,4600,.DEBITO,Consumidor Final
2025-02-14 14:32:59,SANDWICH CROISSANT GR J Y Q,1.0,4500,.DEBITO,Consumidor Final
2025-02-14 14:31:59,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.35,1680,.DEBITO,Consumidor Final
2025-02-14 14:14:47,ALMUERZO,1.0,7500,.DEBITO,Consumidor Final
2025-02-14 14:12:58,ALMUERZO,1.0,9500,.DEBITO,Consumidor Final
2025-02-14 14:10:14,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 14:05:07,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.25,1200,.DEBITO,Consumidor Final
2025-02-14 14:03:31,BOMBONES FRUTA POR KL,0.11,20180,.CREDITO,Consumidor Final
2025-02-14 13:55:12,MOSTRADOR ENSALADAS,2.0,23000,.DEBITO,Consumidor Final
2025-02-14 13:46:00,MOSTRADOR EMPANADAS,2.0,10800,.DEBITO,Consumidor Final
2025-02-14 13:45:10,RESTOBAR,1.0,24100,EFECTIVO,Consumidor Final
2025-02-14 13:44:52,AGUA,1.0,10100,.DEBITO,Consumidor Final
2025-02-14 13:35:13,ALMUERZO,1.0,25000,.DEBITO,Consumidor Final
2025-02-14 13:34:36,RESTOBAR,1.0,25000,EFECTIVO,Consumidor Final
2025-02-14 13:33:35,ALMUERZO,1.0,16500,.DEBITO,Consumidor Final
2025-02-14 13:32:26,ALMUERZO,1.0,16500,.DEBITO,Consumidor Final
2025-02-14 13:29:49,ALMUERZO,1.0,19000,.DEBITO,Consumidor Final
2025-02-14 13:17:41,cuadradito dulce promo,2.0,4000,.DEBITO,Consumidor Final
2025-02-14 13:13:40,MOSTRADOR TARTAS SALADA S/T,1.0,7000,.DEBITO,Consumidor Final
2025-02-14 13:12:00,confitura bandeja,1.0,18000,.DEBITO,Consumidor Final
2025-02-14 13:04:55,ALMUERZO,1.0,41600,.DEBITO,Consumidor Final
2025-02-14 13:00:10,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 12:52:45,MOSTRADOR EMPANADAS,2.0,2800,.DEBITO,Consumidor Final
2025-02-14 12:51:57,RESTOBAR,1.0,10800,EFECTIVO,Consumidor Final
2025-02-14 12:46:26,MOSTRADOR ENSALADAS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 12:37:45,BOCADITO SALADO,8.0,18180,.DEBITO,Consumidor Final
2025-02-14 12:35:09,ALMUERZO,1.0,10500,EFECTIVO,Consumidor Final
2025-02-14 12:32:10,ALMUERZO,1.0,25200,.CREDITO,Consumidor Final
2025-02-14 12:30:52,RESTOBAR,1.0,12900,EFECTIVO,Consumidor Final
2025-02-14 12:30:33,MOSTRADOR ENSALADAS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 12:27:45,MOSTRADOR EMPANADAS,2.0,2800,.DEBITO,Consumidor Final
2025-02-14 12:22:48,PORCIÒN DULCE HELADERA/ IMPERIALITO,1.0,18100,EFECTIVO,Consumidor Final
2025-02-14 12:21:00,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9000,.DEBITO,Consumidor Final
2025-02-14 12:17:12,RESTOBAR,1.0,9600,.DEBITO,Consumidor Final
2025-02-14 12:16:28,ALMUERZO,1.0,24100,.CREDITO,Consumidor Final
2025-02-14 12:16:10,ALMUERZO,1.0,24100,.CREDITO,Consumidor Final
2025-02-14 12:14:59,"SANDWICH TRIPLE DE J, Q Y SURTIDO",18.0,27000,.DEBITO,Consumidor Final
2025-02-14 12:09:55,RESTOBAR,1.0,9000,EFECTIVO,Consumidor Final
2025-02-14 12:08:04,BIZCOCHITOS/CRIOLLITOS,0.25,57275,.DEBITO,Consumidor Final
2025-02-14 12:01:37,MOSTRADOR TARTAS SALADA S/T,1.0,7000,EFECTIVO,Consumidor Final
2025-02-14 12:00:06,PAN MIGNON BLANCO,0.14,3504,.DEBITO,Consumidor Final
2025-02-14 11:56:49,BIZCOCHITOS/CRIOLLITOS,0.16,4420,EFECTIVO,Consumidor Final
2025-02-14 11:55:36,TARTA GRANDE DULCE HELADERA,1.0,18000,.DEBITO,Consumidor Final
2025-02-14 11:54:34,MOSTRADOR TARTAS SALADA S/T,1.0,15000,.DEBITO,Consumidor Final
2025-02-14 11:53:10,PAN MIGNON BLANCO,0.4,1440,.DEBITO,Consumidor Final
2025-02-14 11:51:30,"SANDWICH TRIPLE DE J, Q Y SURTIDO",3.0,4500,EFECTIVO,Consumidor Final
2025-02-14 11:48:55,MEDIALUNAS,3.0,10550,.DEBITO,Consumidor Final
2025-02-14 11:47:34,MUFFINS,1.0,4000,EFECTIVO,Consumidor Final
2025-02-14 11:44:35,ALMUERZO,1.0,23700,.CREDITO,Consumidor Final
2025-02-14 11:42:23,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-02-14 11:37:52,"SANDWICH TRIPLE DE J, Q Y SURTIDO",3.0,4500,.DEBITO,Consumidor Final
2025-02-14 11:35:02,RESTOBAR,1.0,10500,.DEBITO,Consumidor Final
2025-02-14 11:27:44,MOSTRADOR ENSALADAS,1.0,15000,.DEBITO,Consumidor Final
2025-02-14 11:23:54,MASAS SECAS / PALMERITAS,0.6,15600,.DEBITO,Consumidor Final
2025-02-14 11:15:08,RESTOBAR,1.0,13000,.DEBITO,Consumidor Final
2025-02-14 11:14:36,RESTOBAR,1.0,6200,.DEBITO,Consumidor Final
2025-02-14 11:13:47,BEBIDA GASEOSA 500ml,1.0,5000,.DEBITO,Consumidor Final
2025-02-14 11:12:28,BIZCOCHITOS/CRIOLLITOS,0.25,3000,EFECTIVO,Consumidor Final
2025-02-14 11:10:08,RESTOBAR,1.0,5000,.DEBITO,Consumidor Final
2025-02-14 11:07:07,RESTOBAR,1.0,16000,.DEBITO,Consumidor Final
2025-02-14 11:04:58,"SANDWICH TRIPLE DE J, Q Y SURTIDO",12.0,18000,.DEBITO,Consumidor Final
2025-02-14 11:02:49,TARTA CHICA DULCE HELADERA,1.0,8000,.DEBITO,Consumidor Final
